series_name,base_number,company_name,type,timestamp,value
T1,B00013,LOVE CORP CAR INC,trips,2015-03-20,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-21,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-22,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-23,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-24,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-25,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-26,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-27,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-28,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-29,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-30,
T1,B00013,LOVE CORP CAR INC,trips,2015-03-31,
T1,B00013,LOVE CORP CAR INC,trips,2015-04-01,448.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-02,399.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-03,119.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-04,47.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-05,51.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-06,296.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-07,399.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-08,442.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-09,403.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-10,259.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-11,88.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-12,125.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-13,354.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-14,425.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-15,442.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-16,430.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-17,269.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-18,91.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-19,124.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-20,343.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-21,443.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-22,461.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-23,422.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-24,295.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-25,117.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-26,119.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-27,321.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-28,407.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-29,427.0
T1,B00013,LOVE CORP CAR INC,trips,2015-04-30,415.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-01,315.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-02,89.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-03,102.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-04,318.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-05,394.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-06,458.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-07,426.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-08,307.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-09,104.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-10,124.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-11,351.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-12,434.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-13,442.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-14,442.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-15,339.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-16,95.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-17,142.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-18,371.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-19,402.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-20,414.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-21,407.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-22,238.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-23,53.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-24,78.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-25,57.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-26,281.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-27,389.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-28,461.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-29,246.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-30,81.0
T1,B00013,LOVE CORP CAR INC,trips,2015-05-31,104.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-01,432.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-02,476.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-03,404.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-04,428.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-05,245.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-06,88.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-07,117.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-08,405.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-09,429.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-10,450.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-11,476.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-12,304.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-13,106.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-14,134.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-15,386.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-16,461.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-17,448.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-18,509.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-19,311.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-20,97.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-21,165.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-22,352.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-23,460.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-24,419.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-25,421.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-26,248.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-27,79.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-28,128.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-29,253.0
T1,B00013,LOVE CORP CAR INC,trips,2015-06-30,229.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-01,394.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-02,245.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-03,64.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-04,36.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-05,74.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-06,313.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-07,441.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-08,498.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-09,477.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-10,293.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-11,77.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-12,131.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-13,372.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-14,494.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-15,504.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-16,495.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-17,263.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-18,82.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-19,125.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-20,391.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-21,437.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-22,496.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-23,453.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-24,275.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-25,76.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-26,124.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-27,338.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-28,442.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-29,433.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-30,456.0
T1,B00013,LOVE CORP CAR INC,trips,2015-07-31,245.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-01,45.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-02,110.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-03,126.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-04,108.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-05,441.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-06,593.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-07,638.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-08,686.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-09,510.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-10,226.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-11,193.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-12,591.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-13,663.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-14,719.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-15,770.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-16,493.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-17,145.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-18,167.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-19,244.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-20,601.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-21,698.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-22,766.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-23,508.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-24,157.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-25,170.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-26,223.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-27,85.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-28,574.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-29,749.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-30,503.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-01-31,153.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-01,188.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-02,529.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-03,729.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-04,810.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-05,785.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-06,724.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-07,181.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-08,211.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-09,535.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-10,668.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-11,737.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-12,765.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-13,464.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-14,130.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-15,131.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-16,243.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-17,507.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-18,692.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-19,689.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-20,502.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-21,156.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-22,187.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-23,581.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-24,707.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-25,716.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-26,750.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-27,525.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-02-28,188.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-01,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-02,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-03,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-04,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-05,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-06,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-07,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-08,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-09,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-10,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-11,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-12,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-13,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-14,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-15,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-16,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-17,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-18,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-19,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-20,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-21,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-22,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-23,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-24,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-25,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-26,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-27,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-28,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-29,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-30,
T2,B00014,NY ONE CORP CAR INC,trips,2015-03-31,
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-01,628.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-02,517.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-03,211.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-04,78.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-05,99.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-06,422.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-07,578.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-08,595.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-09,619.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-10,348.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-11,105.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-12,164.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-13,542.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-14,640.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-15,630.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-16,618.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-17,370.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-18,118.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-19,149.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-20,531.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-21,575.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-22,609.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-23,630.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-24,399.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-25,116.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-26,149.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-27,481.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-28,544.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-29,620.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-04-30,527.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-01,370.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-02,89.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-03,135.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-04,448.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-05,517.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-06,604.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-07,571.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-08,400.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-09,120.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-10,164.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-11,541.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-12,591.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-13,571.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-14,624.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-15,437.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-16,126.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-17,165.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-18,491.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-19,554.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-20,627.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-21,558.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-22,256.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-23,69.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-24,60.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-25,66.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-26,402.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-27,537.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-28,554.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-29,289.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-30,82.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-05-31,130.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-01,614.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-02,672.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-03,663.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-04,600.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-05,365.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-06,106.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-07,180.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-08,569.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-09,637.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-10,674.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-11,627.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-12,381.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-13,151.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-14,188.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-15,612.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-16,632.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-17,693.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-18,687.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-19,348.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-20,99.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-21,165.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-22,546.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-23,631.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-24,578.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-25,538.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-26,296.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-27,82.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-28,115.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-29,368.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-06-30,381.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-01,602.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-02,321.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-03,97.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-04,55.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-05,105.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-06,444.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-07,623.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-08,672.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-09,644.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-10,361.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-11,94.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-12,158.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-13,543.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-14,689.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-15,717.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-16,701.0
T2,B00014,NY ONE CORP CAR INC,trips,2015-07-17,355.0
